2;1434947158846;37.2299;-80.4275;1
2;1434947158852;37.2299;-80.4275;1 
2;1434947158858;37.2299;-80.4275;1 
2;1434947158864;37.2299;-80.4275;1 
2;1434947158869;37.2299;-80.4275;1 
2;1434947158875;37.2299;-80.4275;1 
2;1434947158881;37.2299;-80.4275;1 
2;1434947158887;37.2299;-80.4275;1 
2;1434947158892;37.2299;-80.4275;1 
2;1434947158898;37.2299;-80.4275;1 
2;1434947158912;37.2299;-80.4275;1 
2;1434947158918;37.2299;-80.4275;1 
2;1434947158923;37.2299;-80.4275;1 
2;1434947158929;37.2299;-80.4275;1 
2;1434947158935;37.2299;-80.4275;1 
2;1434947158941;37.2299;-80.4275;1 
2;1434947158946;37.2299;-80.4275;1 
2;1434947158952;37.2299;-80.4275;1 
2;1434947158958;37.2299;-80.4275;1 
2;1434947158964;37.2299;-80.4275;1 
2;1434947158970;37.2299;-80.4275;1 
2;1434947158975;37.2299;-80.4275;1 
2;1434947158981;37.2299;-80.4275;1 
2;1434947158987;37.2299;-80.4275;1 
2;1434947158992;37.2299;-80.4275;1 
2;1434947158998;37.2299;-80.4275;1 
2;1434947159011;37.2299;-80.4275;1 
2;1434947159017;37.2299;-80.4275;1 
2;1434947159023;37.2299;-80.4275;1 
2;1434947159028;37.2299;-80.4275;1 
2;1434947159034;37.2299;-80.4275;1 
2;1434947159040;37.2299;-80.4275;1 
2;1434947159046;37.2299;-80.4275;1 
2;1434947159051;37.2299;-80.4275;1 
2;1434947159057;37.2299;-80.4275;1 
2;1434947159063;37.2299;-80.4275;1 
2;1434947159069;37.2299;-80.4275;1 
2;1434947159085;37.2299;-80.4275;1 
2;1434947159091;37.2299;-80.4275;1 
2;1434947159097;37.2299;-80.4275;1 
2;1434947159102;37.2299;-80.4275;1 